Transaction Type,Amount,Sender ID,Sender Balance,Transaction Time,Receiver ID,Receiver Balance,Device Type,IP Address,Latitude,Longitude,Is Fraudulent
PAYMENT,18658.8,C404249782,98588.76,13:26,M650947854,95620.48,Mobile,91.68.168.106,-1.732416,17.980287,0
PAYMENT,48058.58,C936153834,58837.22,4:4,M331274028,19739.63,Desktop,96.155.99.57,-61.895055,145.154237,0
WITHDRAWAL,43355.39,C351285171,33838.26,21:43,M213390140,70730.38,Mobile,18.101.188.33,7.996473,173.172773,0
PAYMENT,32750.22,C940689804,48241.53,16:6,M708777813,12500.13,Mobile,197.152.158.38,10.439884,1.743496,0
PAYMENT,44422.65,C744371912,33340.57,1:14,M699797283,4163.21,Web,150.223.171.166,-71.952303,87.933776,0
PAYMENT,6435.75,C133751061,39930.18,0:12,M348631132,56268.7,Mobile,136.80.154.255,-17.893105,-154.235151,0
PAYMENT,20103.66,C984084760,45050.28,16:3,M101907479,79124.28,Desktop,164.73.187.83,60.79305,105.197157,0
TRANSFER,30283.75,C751785826,63868.4,5:13,M102362099,11302.55,Mobile,157.205.71.123,14.60325,118.953772,0
WITHDRAWAL,36484.41,C641904565,6202.65,12:0,M976385414,26806.71,Mobile,136.157.238.30,68.471355,148.332393,0
WITHDRAWAL,8538.3,C454704774,69235.03,1:11,M764876551,66034.36,Desktop,233.63.252.180,52.488386,-160.433079,0
TRANSFER,42670.77,C720120709,56685.73,1:21,M909009629,52961.04,Desktop,206.21.37.86,76.259612,-79.926923,0
PAYMENT,4928.01,C171978741,87751.09,11:56,M772479373,48662.57,Mobile,45.185.28.24,-4.653085,-91.684331,0
TRANSFER,9883.64,C916612491,96022.17,5:47,M828969340,68229.45,Mobile,119.104.181.63,77.06852,-7.575131,0
TRANSFER,26627.01,C751935237,12544.2,12:50,M202968900,54970.91,Desktop,56.88.155.30,-41.596199,5.7903,0
WITHDRAWAL,19937.07,C644602333,29448.85,20:50,M760856464,40529.57,Web,96.75.197.122,86.509343,115.689438,0
WITHDRAWAL,46874.32,C359928548,1521.03,3:11,M796552930,96552.68,Desktop,248.165.46.86,-57.488881,-133.368836,0
WITHDRAWAL,42545.07,C170895151,32055.06,14:7,M986679986,84509.59,Desktop,146.155.220.42,82.731065,-127.822455,0
PAYMENT,44735.9,C220035321,27906.92,10:13,M190633461,92623.84,Mobile,33.252.90.209,-2.381366,-61.145358,1
TRANSFER,36850.84,C210523637,24497.37,0:9,M395594482,65886.97,Desktop,223.192.110.125,27.713728,56.731024,0
WITHDRAWAL,6258.19,C649334104,27428.99,0:17,M236378496,92830.78,Mobile,194.146.67.42,-44.38853,175.049919,0
PAYMENT,30271.54,C385621927,3886.84,9:8,M187573143,50800.94,Web,129.165.186.114,-4.709501,-73.367605,1
TRANSFER,12466.27,C345501775,20943.94,5:22,M863889040,12272.35,Desktop,221.56.31.235,-58.811615,-12.459469,0
PAYMENT,44706.34,C880021059,31059.44,11:6,M839097184,70966.08,Desktop,245.181.207.42,44.382233,-11.397531,0
PAYMENT,30647.46,C534576317,67291.37,13:37,M232827056,93147.27,Mobile,248.230.81.157,59.082529,-148.595191,0
TRANSFER,19805.82,C687943867,62564.81,5:3,M584721249,84015.74,Desktop,226.178.160.229,-30.414614,74.839666,0
PAYMENT,48873.06,C635351430,47243.72,20:49,M463339541,26584.3,Desktop,80.146.183.61,68.988045,148.550422,0
TRANSFER,4028.3,C441492168,75783.97,13:12,M325729397,19265.67,Web,38.134.81.217,1.00236,171.908354,0
TRANSFER,22928.03,C342440751,79263.88,3:47,M210953876,99614.27,Web,56.127.48.99,11.594271,-29.408852,0
PAYMENT,48643.46,C813844802,31726.31,3:30,M634570354,19075.98,Web,85.188.226.30,85.204819,-26.961931,0
TRANSFER,23069.56,C884827924,73745.79,19:59,M463390049,2325.94,Mobile,94.129.196.186,-23.836536,176.620076,0
TRANSFER,22717.02,C560573844,66245.49,17:59,M228921074,75547.54,Mobile,69.80.45.189,8.492601,-158.486096,0
TRANSFER,26341.28,C553842207,99377.47,10:54,M234333670,24874.51,Mobile,228.80.195.55,-63.024634,-99.79793,0
WITHDRAWAL,7802.84,C698163616,92281.3,18:42,M549898747,49339.72,Desktop,65.52.93.155,75.558202,48.566535,0
TRANSFER,2594.59,C719332981,70800.85,19:18,M944420504,24296.33,Desktop,101.149.105.168,1.228618,38.280144,0
TRANSFER,13019.56,C263418006,51542.18,3:38,M891085167,76948.88,Desktop,182.13.168.82,-24.238319,-21.884805,0
WITHDRAWAL,1162.64,C216559664,7436.7,16:37,M625382823,75920.79,Desktop,154.228.197.91,-80.266613,-90.075838,0
TRANSFER,6321.27,C356426711,67068.51,13:35,M562981913,44175.33,Mobile,232.120.68.123,-38.959958,72.918955,0
TRANSFER,25115.49,C871645149,57001.26,11:51,M449230071,25037.35,Mobile,217.27.94.231,-2.896945,-127.267821,0
WITHDRAWAL,30582.39,C508982122,39337.7,13:18,M870366301,96079.72,Mobile,162.242.140.242,88.310555,30.706298,0
WITHDRAWAL,29960.06,C104376888,44131.32,0:17,M889270426,462.16,Desktop,114.116.25.194,64.697892,146.936709,0
WITHDRAWAL,18093.48,C275910258,69987.56,3:53,M243208148,41052.36,Mobile,217.86.134.38,-54.815175,137.146972,0
TRANSFER,8055.15,C524015109,70976.41,18:4,M387543667,95457.17,Web,175.30.195.204,58.597537,85.877206,0
PAYMENT,19923.75,C704085634,31781.24,19:6,M345522885,99604.0,Web,177.15.231.51,51.609514,-148.574328,0
PAYMENT,13266.71,C130574115,8618.14,17:6,M733265963,31299.75,Desktop,135.240.59.143,-51.124096,36.464574,0
WITHDRAWAL,45083.12,C102047334,61332.17,10:26,M413739924,51743.52,Mobile,57.131.130.22,-51.461047,-154.902533,0
WITHDRAWAL,11034.55,C641550294,80657.71,15:21,M643031164,64348.3,Mobile,91.129.119.232,54.319154,113.561384,0
TRANSFER,46567.68,C294170919,26596.36,19:43,M535712342,43760.24,Desktop,245.191.210.217,16.586652,84.256557,0
PAYMENT,16824.5,C240153646,94151.55,19:53,M207497216,9034.88,Mobile,116.144.78.192,18.956275,71.210749,0
WITHDRAWAL,27843.3,C283639380,37801.8,9:44,M901730701,92009.71,Web,85.177.90.218,20.502398,154.148231,0
TRANSFER,34838.79,C599113448,78529.58,21:52,M492028700,64285.72,Web,79.154.165.24,-40.402446,47.544851,0
WITHDRAWAL,5972.36,C170948856,25523.79,2:0,M862858240,89483.68,Web,167.197.146.246,-6.46666,51.973194,0
TRANSFER,28557.16,C118603964,89080.19,14:6,M476978920,78550.21,Mobile,136.59.161.42,66.604116,117.001754,0
TRANSFER,21287.85,C732248632,76688.37,23:39,M501552029,68560.2,Web,28.176.145.61,47.943918,78.196006,0
PAYMENT,28983.5,C631671926,22121.93,5:48,M892761189,10880.31,Web,94.221.81.169,87.412395,-163.551859,0
TRANSFER,4783.61,C707046203,79717.16,9:3,M773885972,41943.32,Mobile,252.49.146.113,-2.61624,83.2311,0
TRANSFER,39660.94,C586782345,76092.35,16:23,M356791459,58385.76,Mobile,223.79.239.247,-4.286456,21.816169,0
TRANSFER,18132.0,C837156604,10482.91,20:59,M551613181,87959.24,Mobile,204.86.22.224,3.673064,19.736906,0
WITHDRAWAL,22603.33,C910425570,44177.98,1:24,M242479859,76135.99,Desktop,137.217.218.21,5.876261,-19.642455,0
TRANSFER,49198.81,C714719053,64544.17,15:44,M187683505,66468.68,Mobile,253.14.217.48,-3.732918,149.140046,0
WITHDRAWAL,26647.62,C730487187,88890.12,4:47,M375515561,87918.82,Mobile,101.21.17.19,50.194828,33.894713,0
WITHDRAWAL,13347.39,C333785135,33601.02,0:52,M518235845,42822.4,Desktop,96.81.210.219,49.898005,-85.100219,0
WITHDRAWAL,9350.39,C327028633,86004.37,22:37,M327612677,851.79,Desktop,59.208.86.123,-65.900509,63.529152,0
WITHDRAWAL,34386.67,C334893611,92999.97,4:36,M269050957,86497.75,Web,158.102.156.232,-18.648561,87.862539,0
TRANSFER,31316.86,C646011879,35842.11,23:45,M662350784,26786.75,Mobile,153.140.45.120,-41.995607,107.943232,0
WITHDRAWAL,31536.68,C115461577,58964.54,5:23,M828680085,8423.24,Desktop,133.45.86.118,-53.269298,-167.932831,0
PAYMENT,15132.34,C678165373,72871.42,18:42,M844232267,83174.97,Web,247.80.59.20,1.143538,155.04524,0
PAYMENT,31993.74,C567675336,42018.97,21:2,M541313874,29622.7,Desktop,89.185.131.34,52.858107,28.696958,0
TRANSFER,5900.08,C905615385,87379.01,1:27,M842115045,67303.02,Web,102.133.187.23,-5.163333,-99.757493,0
WITHDRAWAL,25147.48,C266063363,65415.02,10:10,M807547823,47867.71,Desktop,187.44.195.78,-34.088224,-168.755169,0
TRANSFER,28205.01,C305775743,90317.22,2:29,M498378300,7332.2,Mobile,231.40.151.140,-67.03264,-152.079967,0
PAYMENT,48214.11,C228756055,14526.45,2:13,M576510161,37544.47,Mobile,237.221.175.208,45.88408,175.554021,0
PAYMENT,1072.2,C920352577,60003.96,9:59,M212621240,60792.72,Mobile,143.173.186.255,-4.723067,43.521527,0
PAYMENT,10901.45,C372899053,44382.79,14:12,M543157119,36774.12,Desktop,181.78.38.82,-79.168021,-116.942513,0
TRANSFER,30207.04,C555644932,95156.3,19:17,M965318381,74432.69,Web,224.82.190.174,-19.374788,96.762363,0
WITHDRAWAL,2815.67,C664997184,14879.36,16:34,M647975527,21748.31,Desktop,59.131.130.229,-67.420943,-142.614225,0
WITHDRAWAL,10229.48,C793124380,55487.95,2:44,M175222655,69344.81,Desktop,90.177.71.18,84.692539,43.626751,0
TRANSFER,8286.22,C835823600,25876.38,12:50,M119329709,70734.38,Web,35.150.48.23,48.005359,147.604248,0
PAYMENT,48399.97,C739934936,82701.59,13:54,M890320540,33023.52,Web,152.175.227.70,-58.006328,152.399436,0
TRANSFER,35119.13,C847514938,36532.47,13:54,M395709548,66081.26,Web,152.174.205.118,69.213104,-150.304279,0
TRANSFER,47574.04,C623863178,612.09,2:51,M923215589,74235.87,Mobile,103.40.117.190,-14.601842,-58.282073,0
PAYMENT,30498.72,C925640115,53530.12,3:43,M192174507,84693.24,Mobile,83.222.110.74,28.258371,162.747797,1
WITHDRAWAL,2374.63,C678383872,59963.17,1:50,M677000360,4998.08,Desktop,136.70.15.157,11.08152,-94.441656,0
PAYMENT,46402.33,C290678400,52647.35,0:8,M293490173,12085.36,Mobile,230.99.247.48,-54.733931,66.929746,0
WITHDRAWAL,15242.65,C231112544,71007.52,18:15,M591487466,97186.38,Mobile,235.230.51.94,-9.423992,-147.419984,0
TRANSFER,30002.32,C652862088,4266.71,19:29,M481110403,30622.89,Web,137.67.43.16,-50.935047,-175.440497,0
TRANSFER,45097.03,C225807573,29076.99,16:29,M991718269,70826.52,Mobile,223.62.125.223,79.026849,78.719678,1
TRANSFER,18683.61,C783613159,91962.59,21:29,M873563631,89509.16,Desktop,183.64.40.201,-39.164841,73.061293,0
WITHDRAWAL,5030.21,C754808937,61718.81,5:11,M284968833,78910.3,Web,68.159.86.201,-1.399829,59.724358,0
PAYMENT,41188.91,C144104630,35242.64,13:28,M153039260,91534.31,Mobile,102.222.106.178,-17.193277,-41.548293,0
WITHDRAWAL,16330.7,C655517465,66435.12,1:37,M665008007,79331.01,Web,228.236.165.227,76.518281,-2.917708,0
PAYMENT,13168.05,C825018357,61938.44,11:0,M299247687,97788.43,Desktop,136.64.42.199,-16.397937,-37.287889,0
PAYMENT,17928.13,C263240654,35663.15,4:8,M835411580,59327.01,Mobile,132.16.158.209,-73.063575,-83.0031,0
PAYMENT,33204.39,C676222225,25083.13,17:57,M653946830,33647.67,Mobile,33.254.185.205,-12.839153,-76.04105,0
TRANSFER,38013.18,C809193604,3982.49,6:0,M910241476,10844.44,Desktop,128.53.234.110,42.264493,34.440793,0
WITHDRAWAL,22844.61,C158652902,35798.16,22:51,M417564590,79622.27,Web,47.239.240.187,5.308284,117.242486,0
TRANSFER,45124.71,C498311818,67614.48,1:8,M967538191,51180.77,Web,93.127.113.169,14.791983,19.447867,0
WITHDRAWAL,29261.77,C747204275,15483.95,0:34,M611766422,10238.21,Web,117.121.86.32,-6.43511,16.667828,0
WITHDRAWAL,16139.36,C496602987,93172.42,11:41,M198269911,95053.15,Desktop,68.163.220.227,-39.541366,-106.924741,0
TRANSFER,8419.83,C987110528,74056.32,9:26,M663605075,16924.06,Mobile,29.244.192.30,-79.559023,79.647862,0
TRANSFER,29741.26,C596482756,56837.28,5:10,M890518107,71376.65,Web,73.211.80.36,-45.737204,-69.80671,0
TRANSFER,34556.19,C276371864,61474.07,23:13,M645706250,53846.27,Desktop,91.39.167.99,-15.768119,78.045559,0
TRANSFER,34583.89,C537414603,22600.21,3:39,M107555715,40394.66,Desktop,59.157.196.169,-22.26876,166.273305,0
PAYMENT,23933.4,C907303357,65694.69,10:29,M524286952,73259.17,Mobile,133.124.162.77,14.733154,-118.077216,0
PAYMENT,9520.43,C494969168,65337.07,15:1,M650004033,37633.1,Mobile,30.115.206.154,39.367016,-8.453105,0
WITHDRAWAL,3277.47,C261667622,43545.37,3:59,M857158151,69971.17,Desktop,65.151.44.65,-53.080662,37.550557,0
PAYMENT,10690.79,C125808825,92127.31,15:4,M940421033,15962.43,Web,100.32.65.233,81.029522,-101.564478,0
TRANSFER,29294.63,C199332390,48902.25,13:15,M683234051,62751.01,Desktop,106.222.55.133,48.298239,-122.136549,0
WITHDRAWAL,37036.47,C151612033,17848.36,4:43,M140320773,62304.55,Desktop,221.29.113.174,-38.791174,-82.405242,0
WITHDRAWAL,22805.5,C538580512,53757.52,19:15,M659025428,25593.87,Mobile,60.172.30.124,85.695337,-86.232181,0
WITHDRAWAL,35316.7,C833108477,47062.49,11:9,M641925564,26331.27,Mobile,209.63.34.86,-6.368,170.659618,0
WITHDRAWAL,25871.47,C900556786,2462.69,15:19,M661378021,37934.2,Desktop,72.141.71.198,-18.941349,-27.17978,0
TRANSFER,24410.71,C651715440,20925.59,19:39,M967272238,28457.45,Web,100.107.234.85,-6.554573,-52.341514,0
PAYMENT,49798.63,C881836675,31596.6,21:23,M555602522,71837.38,Desktop,110.11.227.97,87.753991,91.478072,0
PAYMENT,10086.69,C723108411,13822.42,18:7,M890512843,10745.69,Mobile,190.171.218.246,-85.513054,15.273842,0
PAYMENT,5150.6,C973766957,18239.9,16:21,M778782677,14018.88,Mobile,71.75.218.31,-55.299766,-61.760068,0
PAYMENT,24991.57,C148556299,46493.87,10:10,M519874771,35641.57,Desktop,213.224.190.191,47.944614,83.791374,0
PAYMENT,5668.06,C625162765,1484.73,16:4,M141466915,46922.12,Mobile,198.54.166.159,71.951361,-146.180901,0
PAYMENT,41620.65,C935193320,88182.09,20:50,M674493445,17865.3,Desktop,165.149.193.87,-78.96906,52.972445,0
WITHDRAWAL,7004.75,C351469316,76101.59,16:24,M400328608,60225.57,Desktop,191.169.150.159,85.773389,88.827346,0
WITHDRAWAL,29181.23,C291064655,5792.7,5:17,M821584042,35609.6,Desktop,214.95.242.212,-87.402369,-112.164752,0
PAYMENT,21578.53,C354221658,4432.31,7:13,M988926616,94734.25,Desktop,162.200.160.148,-31.754638,151.78684,0
TRANSFER,3624.53,C871461550,17673.31,6:31,M889326155,97177.9,Desktop,174.160.235.142,-34.203118,-128.556076,0
WITHDRAWAL,27498.63,C821526715,85888.29,22:17,M379944066,84007.98,Mobile,14.178.124.33,59.811662,-165.928946,0
WITHDRAWAL,31326.05,C549796318,22186.51,23:2,M338007321,9864.1,Web,208.131.99.189,22.698331,166.189814,0
WITHDRAWAL,13901.11,C766399141,66302.82,18:51,M319251316,14613.41,Mobile,58.18.180.246,-0.074842,-68.689522,0
PAYMENT,7456.71,C749242511,8911.05,9:36,M362405375,69761.02,Web,148.23.117.154,-36.282156,-166.655886,0
PAYMENT,43890.31,C248516166,90239.44,13:48,M183095524,21128.82,Web,194.192.40.198,-23.099328,-117.568584,0
WITHDRAWAL,8130.63,C391089825,43326.83,11:51,M732222499,52185.31,Desktop,163.122.34.116,18.126442,-151.699864,0
TRANSFER,18376.95,C413039132,8971.04,16:6,M975133854,21640.44,Desktop,183.27.27.176,-48.997536,-166.201939,0
PAYMENT,46266.89,C457313169,62911.04,23:7,M692573162,72999.36,Mobile,229.214.74.216,-43.977699,-100.688937,0
WITHDRAWAL,36070.76,C247419385,57555.54,10:47,M369533285,27152.2,Desktop,41.59.238.102,65.256233,116.84364,0
TRANSFER,9858.94,C117412320,19519.65,10:27,M573666364,50866.22,Desktop,183.117.40.223,58.110435,23.120926,0
PAYMENT,39070.7,C751456063,64804.57,0:18,M416303339,71316.73,Web,20.28.46.132,-65.293577,131.429356,0
WITHDRAWAL,5621.76,C934751535,35315.32,17:56,M630358392,15171.49,Web,127.60.72.151,-78.211524,-85.697183,0
TRANSFER,30835.92,C852313967,41336.39,11:28,M480079908,95486.57,Desktop,125.180.128.151,46.775177,-109.243583,0
PAYMENT,31921.34,C665992902,38627.51,6:45,M898851048,88791.1,Desktop,47.107.90.240,-12.252319,9.544625,0
TRANSFER,8496.76,C158447807,28893.31,12:49,M165365949,6498.47,Desktop,101.220.166.26,-30.972572,-11.230447,0
WITHDRAWAL,27086.51,C874726778,43968.72,10:3,M256591061,21875.41,Mobile,39.88.51.35,-2.80973,-148.497343,0
WITHDRAWAL,26109.99,C742530374,13012.08,14:8,M660732396,69622.46,Mobile,75.43.140.46,-54.614287,-74.476916,0
WITHDRAWAL,40248.89,C767930435,5700.41,5:9,M831020347,43896.7,Web,71.17.50.209,-29.106934,60.866382,0
PAYMENT,40076.21,C603899317,22489.02,17:40,M263629272,14729.69,Desktop,78.236.75.81,-79.155104,-57.887885,0
PAYMENT,33113.67,C580983836,63260.86,1:22,M402158221,53885.61,Desktop,75.213.243.145,-87.839198,-51.274034,0
WITHDRAWAL,8997.1,C453364871,15343.44,8:19,M922024885,57426.5,Web,68.23.253.156,36.368706,6.835638,0
PAYMENT,39770.46,C311438133,97183.4,2:22,M997411642,73026.96,Mobile,242.180.52.142,66.681486,-114.135526,0
PAYMENT,12178.55,C939553841,8443.35,3:48,M152308843,41540.5,Desktop,53.111.173.83,-26.802688,-40.828197,0
WITHDRAWAL,25729.4,C591491444,44117.97,2:14,M659750652,65119.09,Web,213.208.151.87,-2.469386,122.570072,0
TRANSFER,2727.5,C982232745,16759.53,19:12,M957687519,26181.5,Mobile,185.227.23.223,44.804465,-97.540691,0
WITHDRAWAL,8196.24,C762247791,87976.48,7:24,M872503090,88418.07,Web,67.30.98.253,40.284833,102.674807,0
WITHDRAWAL,45252.18,C589564664,94873.42,17:21,M146497416,55584.9,Desktop,123.42.177.116,-89.297688,-106.503133,0
PAYMENT,40692.8,C937327377,42292.0,18:40,M128916674,34480.47,Web,164.17.210.108,-11.107819,129.351619,0
PAYMENT,11038.83,C208793025,76820.49,16:6,M591163188,4492.79,Mobile,92.72.94.44,66.144279,-23.656357,0
PAYMENT,6417.33,C718960699,35740.87,3:50,M538013667,99322.85,Mobile,253.156.145.195,-14.760528,84.526715,0
TRANSFER,4189.11,C345228159,8482.45,19:6,M398184750,10905.28,Web,211.190.106.204,7.476872,-35.379474,0
PAYMENT,49809.12,C294313074,84778.65,23:4,M449171168,99448.79,Mobile,179.142.34.249,59.319801,-82.690115,0
TRANSFER,26287.49,C989491715,49942.38,2:4,M507811485,47018.75,Mobile,232.158.230.21,32.483038,-92.687276,0
PAYMENT,32648.85,C912048681,1061.28,20:25,M273617704,92547.29,Mobile,103.227.133.64,-74.442601,37.362979,0
TRANSFER,46706.14,C261692776,32162.32,2:57,M694651554,66033.53,Desktop,166.27.101.149,27.87355,104.047397,0
WITHDRAWAL,4600.15,C112018839,80149.51,14:50,M352806994,42827.26,Desktop,252.147.20.172,7.613107,155.862094,0
PAYMENT,10996.68,C589101810,61057.14,21:59,M739252493,78899.86,Web,240.167.207.200,-53.227317,73.267842,0
WITHDRAWAL,43565.3,C874053135,40589.51,20:33,M303923229,47249.35,Desktop,141.113.143.96,7.340156,-10.394427,0
PAYMENT,32750.13,C492284215,29521.72,7:34,M611219800,31007.98,Desktop,188.232.49.255,74.627208,-89.324974,1
PAYMENT,37925.54,C257825098,21574.35,19:42,M737308679,98004.74,Mobile,30.156.192.117,41.435699,133.913802,0
WITHDRAWAL,48385.7,C549179309,87790.36,7:31,M300182939,9646.29,Desktop,164.119.82.138,7.14303,89.594668,0
PAYMENT,18863.8,C751534102,65964.65,9:9,M599888182,19961.9,Web,207.30.141.54,-18.522357,66.550711,0
WITHDRAWAL,18224.48,C410288591,95147.53,23:1,M723773461,6066.57,Mobile,242.144.240.13,-71.988742,-145.686621,0
WITHDRAWAL,6756.28,C376075990,93050.41,6:12,M778762702,40343.58,Mobile,53.156.124.68,59.45532,105.921672,0
TRANSFER,29324.3,C774417700,15378.78,9:2,M854013934,48994.53,Mobile,68.214.165.50,49.862099,-96.074256,0
WITHDRAWAL,10411.46,C752528296,88959.91,13:44,M823580183,76589.5,Web,213.227.146.76,56.849822,172.237577,0
TRANSFER,4581.01,C513463362,57111.35,7:0,M319828107,36606.23,Mobile,165.164.88.221,12.552827,84.333935,0
WITHDRAWAL,49116.77,C303427500,18823.21,9:9,M926159813,5008.2,Mobile,148.156.157.95,36.24224,-145.939219,0
WITHDRAWAL,37337.54,C984874125,22459.73,12:21,M410924235,36978.23,Mobile,191.157.83.189,8.852108,-32.617427,0
WITHDRAWAL,14700.73,C923559623,35988.07,18:45,M909849481,42134.82,Mobile,64.240.59.112,63.227562,-79.279041,0
PAYMENT,6236.27,C466857502,30699.44,18:30,M613269043,30065.05,Desktop,117.85.172.72,-62.142933,-106.780047,0
PAYMENT,40678.5,C762458774,95970.26,7:11,M741742974,5477.02,Mobile,175.118.40.213,-73.713462,-136.694499,0
TRANSFER,35952.72,C390635640,21321.36,11:1,M918362158,57399.79,Web,82.61.58.207,-6.817977,-132.638832,0
PAYMENT,32485.81,C584552208,58807.94,14:35,M430238592,61345.73,Mobile,133.115.165.149,-72.082537,-6.941909,0
PAYMENT,32844.28,C408310598,5423.09,15:16,M255721658,72302.19,Mobile,129.90.184.28,30.777241,110.6722,0
TRANSFER,24544.38,C428936357,36571.0,17:5,M242318339,4419.04,Desktop,96.176.138.149,-3.042251,-19.897345,0
PAYMENT,28566.39,C978750536,25987.38,14:21,M612143843,49193.31,Mobile,236.30.108.47,29.504514,101.317271,0
WITHDRAWAL,24026.0,C562707486,37971.05,19:46,M899575885,56986.85,Desktop,99.31.96.210,-38.570266,-90.911442,0
PAYMENT,27554.02,C259922596,14973.88,7:50,M566761719,45379.56,Desktop,251.115.215.113,10.851795,164.511836,0
PAYMENT,27838.49,C767830655,40959.21,11:20,M429253725,69306.27,Desktop,105.228.28.230,-69.792838,84.157048,0
TRANSFER,15911.92,C724928687,51537.82,21:58,M495086759,98725.63,Web,48.33.99.122,-87.130886,145.814625,0
WITHDRAWAL,21061.22,C510136746,70535.24,12:28,M248341427,35488.1,Mobile,64.10.139.93,-32.134434,52.720395,0
TRANSFER,11022.47,C541953444,75571.96,18:14,M930766756,96507.36,Desktop,88.205.211.230,-2.826502,-175.5647,0
WITHDRAWAL,25261.35,C608806984,90828.7,22:27,M898090470,89895.52,Web,150.209.62.141,46.380675,61.627555,0
WITHDRAWAL,49787.25,C724656444,42901.48,23:23,M205495542,48542.42,Desktop,189.227.111.200,36.119773,-128.071849,0
WITHDRAWAL,49725.1,C424642931,2945.61,22:13,M697724647,75686.46,Desktop,196.237.185.32,54.569363,99.583306,0
TRANSFER,7068.8,C534467936,25871.51,17:35,M942631536,80535.48,Mobile,157.245.62.191,59.703577,-23.211263,0
TRANSFER,19114.36,C211782741,45683.98,20:1,M590888069,6073.8,Mobile,68.186.229.232,-69.85174,-95.068512,0
PAYMENT,8059.58,C123535329,79630.61,10:2,M197699142,86351.29,Mobile,220.204.120.44,-39.185552,-73.039848,0
TRANSFER,15.3,C956822313,61727.0,4:56,M128818044,22798.33,Mobile,87.127.51.87,-62.944102,-70.744413,0
PAYMENT,17611.44,C729816072,94460.23,0:20,M547981142,65829.76,Web,147.25.153.46,55.787719,154.337271,0
PAYMENT,19929.26,C710228540,17273.19,12:12,M746921941,50262.39,Web,240.94.247.96,-28.526463,-88.839275,0
PAYMENT,7257.52,C101484513,53239.33,14:51,M818082675,93221.75,Desktop,163.128.189.10,83.607509,116.274232,0
PAYMENT,47502.08,C104416796,4214.35,8:29,M642581686,86297.37,Web,197.242.86.158,48.032871,-164.276042,0
PAYMENT,49528.37,C658662714,51704.2,4:57,M403060865,52278.78,Desktop,139.226.233.189,-77.599099,-113.421852,0
WITHDRAWAL,2874.02,C798944862,65436.56,5:20,M808538018,95206.06,Web,241.41.174.28,-40.237219,-25.271595,0
WITHDRAWAL,17005.1,C923671558,34997.34,6:55,M533027973,44276.43,Mobile,68.54.147.96,-74.071109,-45.072647,0
WITHDRAWAL,23276.31,C772013236,52036.99,14:7,M241278293,41115.17,Web,164.233.21.54,-55.107006,-112.252666,0
WITHDRAWAL,18943.81,C259913935,78173.2,23:50,M692955494,44639.57,Mobile,150.190.252.210,58.918163,-14.4212,0
TRANSFER,31843.32,C432049185,15724.07,4:37,M627549430,5392.86,Mobile,197.136.128.100,25.328113,14.111309,0
PAYMENT,41374.11,C254613434,45706.76,20:35,M634094494,39814.04,Desktop,213.194.58.41,-70.42466,-76.669119,0
PAYMENT,30580.01,C870262361,83555.59,23:54,M975517228,54283.98,Desktop,217.221.181.11,27.431818,-91.6114,0
TRANSFER,26517.77,C705101930,49363.5,3:33,M448044408,28402.91,Desktop,68.93.118.74,-67.385343,-153.972951,0
TRANSFER,43685.87,C375811624,68754.26,13:15,M289827490,12223.48,Desktop,111.184.201.30,46.197421,63.4787,0
WITHDRAWAL,41848.94,C442952022,56635.26,14:34,M836343723,39442.72,Desktop,249.70.148.216,-74.663915,-78.040054,0
TRANSFER,24002.94,C922884748,92100.78,12:35,M822215615,94655.43,Mobile,186.244.203.181,84.403458,-83.095649,0
PAYMENT,23626.61,C458718696,39769.71,2:55,M193841426,39447.75,Web,170.83.21.232,84.936114,-103.584493,0
TRANSFER,4103.94,C833548806,45077.73,19:30,M476379093,3768.13,Desktop,115.212.103.43,-39.829675,-96.498592,0
WITHDRAWAL,9612.43,C804919614,8099.6,0:25,M191707635,30948.91,Desktop,90.69.64.86,36.816232,130.284314,1
WITHDRAWAL,35982.1,C451943108,58821.61,8:0,M537673514,15223.96,Mobile,67.142.233.186,-28.870566,119.630998,0
WITHDRAWAL,47813.99,C958073183,42023.82,9:33,M382097225,89698.12,Mobile,189.139.198.191,-25.424072,59.239041,0
PAYMENT,27200.93,C277916139,51411.72,6:9,M423502878,29300.98,Mobile,115.233.52.251,27.420717,2.56282,0
PAYMENT,15673.74,C769843111,64481.79,8:45,M455396244,8401.44,Mobile,106.143.195.251,68.924863,-81.813448,0
PAYMENT,700.18,C829392697,39043.11,14:44,M105043531,59743.93,Mobile,156.166.28.253,84.909084,-167.348541,0
WITHDRAWAL,49159.15,C171844033,10788.83,23:56,M910115182,43534.91,Mobile,222.143.57.232,34.39696,84.773837,0
TRANSFER,36949.18,C401488967,87455.95,20:0,M224437397,70770.29,Web,189.198.69.158,89.846589,112.529158,0
WITHDRAWAL,33854.16,C110323774,74498.5,23:54,M894655313,61411.69,Mobile,255.86.166.46,-58.751003,-174.810824,0
TRANSFER,20642.84,C804660655,10038.71,18:37,M273006807,67086.44,Desktop,187.99.244.52,-24.62854,-89.747133,0
WITHDRAWAL,3060.25,C673228073,21077.8,18:51,M680550783,62168.25,Desktop,79.126.42.180,-22.946735,148.55335,0
WITHDRAWAL,47812.46,C242518687,55030.09,11:44,M121818743,40671.38,Desktop,11.159.155.13,-3.843206,-142.458841,0
